item_id,name_key,display_name,buy_price,sell_price,category
58,ItemNameReviverSeed,Reviver Seed,800,150,CATEGORY_BERRIES_SEEDS_VITAMINS
59,ItemNameBlinkerSeed,Blinker Seed,50,20,CATEGORY_BERRIES_SEEDS_VITAMINS
60,ItemNameDoomSeed,Doom Seed,20,5,CATEGORY_BERRIES_SEEDS_VITAMINS
61,ItemNameAllureSeed,Allure Seed,60,30,CATEGORY_BERRIES_SEEDS_VITAMINS
62,ItemNameLifeSeed,Life Seed,1000,50,CATEGORY_BERRIES_SEEDS_VITAMINS
63,ItemNameRawstBerry,Rawst Berry,150,20,CATEGORY_BERRIES_SEEDS_VITAMINS
64,ItemNameHungerSeed,Hunger Seed,50,20,CATEGORY_BERRIES_SEEDS_VITAMINS
65,ItemNameQuickSeed,Quick Seed,30,15,CATEGORY_BERRIES_SEEDS_VITAMINS
66,ItemNamePechaBerry,Pecha Berry,80,5,CATEGORY_BERRIES_SEEDS_VITAMINS
67,ItemNameCheriBerry,Cheri Berry,120,20,CATEGORY_BERRIES_SEEDS_VITAMINS
68,ItemNameTotterSeed,Totter Seed,60,30,CATEGORY_BERRIES_SEEDS_VITAMINS
69,ItemNameSleepSeed,Sleep Seed,70,35,CATEGORY_BERRIES_SEEDS_VITAMINS
70,ItemNamePlainSeed,Plain Seed,6,1,CATEGORY_BERRIES_SEEDS_VITAMINS
71,ItemNameWarpSeed,Warp Seed,20,10,CATEGORY_BERRIES_SEEDS_VITAMINS
72,ItemNameBlastSeed,Blast Seed,30,15,CATEGORY_BERRIES_SEEDS_VITAMINS
73,ItemNameGinseng,Ginseng,2600,1000,CATEGORY_BERRIES_SEEDS_VITAMINS
74,ItemNameJoySeed,Joy Seed,3000,1000,CATEGORY_BERRIES_SEEDS_VITAMINS
75,ItemNameChestoBerry,Chesto Berry,30,15,CATEGORY_BERRIES_SEEDS_VITAMINS
76,ItemNameStunSeed,Stun Seed,50,25,CATEGORY_BERRIES_SEEDS_VITAMINS
77,ItemNameMaxElixir,Max Elixir,250,100,CATEGORY_BERRIES_SEEDS_VITAMINS
78,ItemNameProtein,Protein,4000,5,CATEGORY_BERRIES_SEEDS_VITAMINS
79,ItemNameCalcium,Calcium,4000,5,CATEGORY_BERRIES_SEEDS_VITAMINS
80,ItemNameIron,Iron,4000,5,CATEGORY_BERRIES_SEEDS_VITAMINS
81,ItemNameZinc,Zinc,4000,5,CATEGORY_BERRIES_SEEDS_VITAMINS
82,ItemNameApple,Apple,25,1,CATEGORY_FOOD_GUMMIES
83,ItemNameBigApple,Big Apple,50,1,CATEGORY_FOOD_GUMMIES
84,ItemNameGrimyFood,Grimy Food,5,1,CATEGORY_FOOD_GUMMIES
85,ItemNameHugeApple,Huge Apple,100,50,CATEGORY_FOOD_GUMMIES
86,ItemNameWhiteGummi,White Gummi,200,50,CATEGORY_FOOD_GUMMIES
87,ItemNameRedGummi,Red Gummi,200,50,CATEGORY_FOOD_GUMMIES
88,ItemNameBlueGummi,Blue Gummi,200,50,CATEGORY_FOOD_GUMMIES
89,ItemNameGrassGummi,Grass Gummi,200,50,CATEGORY_FOOD_GUMMIES
90,ItemNameYellowGummi,Yellow Gummi,200,50,CATEGORY_FOOD_GUMMIES
91,ItemNameClearGummi,Clear Gummi,200,50,CATEGORY_FOOD_GUMMIES
92,ItemNameOrangeGummi,Orange Gummi,200,50,CATEGORY_FOOD_GUMMIES
93,ItemNamePinkGummi,Pink Gummi,1500,50,CATEGORY_FOOD_GUMMIES
94,ItemNameBrownGummi,Brown Gummi,200,50,CATEGORY_FOOD_GUMMIES
95,ItemNameSkyGummi,Sky Gummi,200,50,CATEGORY_FOOD_GUMMIES
96,ItemNameGoldGummi,Gold Gummi,200,50,CATEGORY_FOOD_GUMMIES
97,ItemNameGreenGummi,Green Gummi,200,50,CATEGORY_FOOD_GUMMIES
98,ItemNameGrayGummi,Gray Gummi,200,50,CATEGORY_FOOD_GUMMIES
99,ItemNamePurpleGummi,Purple Gummi,200,50,CATEGORY_FOOD_GUMMIES
100,ItemNameRoyalGummi,Royal Gummi,200,50,CATEGORY_FOOD_GUMMIES
101,ItemNameBlackGummi,Black Gummi,200,50,CATEGORY_FOOD_GUMMIES
102,ItemNameSilverGummi,Silver Gummi,1000,500,CATEGORY_FOOD_GUMMIES
103,ItemNameBanana,Banana,50,50,CATEGORY_FOOD_GUMMIES
104,ItemNameChestnut,Chestnut,3,1,CATEGORY_FOOD_GUMMIES
105,ItemNamePoke,{POKE},0,0,CATEGORY_POKE
106,ItemNameUpgrade,Upgrade,3000,1,CATEGORY_OTHER
107,ItemNameKingsRock,ItemNameKingsRock,3000,1,CATEGORY_OTHER
108,ItemNameThunderstone,Thunderstone,3000,1,CATEGORY_OTHER
109,ItemNameDeepseascale,Deepseascale,3000,1,CATEGORY_OTHER
110,ItemNameDeepseatooth,Deepseatooth,3000,1,CATEGORY_OTHER
111,ItemNameSunStone,Sun Stone,3000,1,CATEGORY_OTHER
112,ItemNameMoonStone,Moon Stone,3000,1,CATEGORY_OTHER
113,ItemNameFireStone,Fire Stone,3000,1,CATEGORY_OTHER
114,ItemNameWaterStone,Water Stone,3000,1,CATEGORY_OTHER
115,ItemNameMetalCoat,Metal Coat,3000,1,CATEGORY_OTHER
116,ItemNameLeafStone,Leaf Stone,3000,1,CATEGORY_OTHER
117,ItemNameDragonScale,Dragon Scale,3000,1,CATEGORY_OTHER
118,ItemNameLinkCable,Link Cable,3000,1,CATEGORY_OTHER
119,ItemNameIcePart,Ice Part,1,1,CATEGORY_OTHER
120,ItemNameSteelPart,Steel Part,1,1,CATEGORY_OTHER
121,ItemNameRockPart,Rock Part,1,1,CATEGORY_OTHER
122,ItemNameMusicBox,Music Box,1,1,CATEGORY_OTHER
123,ItemNameKey,Key,1,1,CATEGORY_OTHER
124,ItemNameUsedTM,{TM}Used TM,1,1,CATEGORY_USED_TM
125,ItemNameFocusPunch,{TM}Focus Punch,4000,1000,CATEGORY_TMS_HMS
126,ItemNameDragonClaw,{TM}Dragon Claw,4000,2000,CATEGORY_TMS_HMS
127,ItemNameWaterPulse,{TM}Water Pulse,4000,2000,CATEGORY_TMS_HMS
128,ItemNameCalmMind,{TM}Calm Mind,4000,2000,CATEGORY_TMS_HMS
129,ItemNameRoar,{TM}Roar,1500,300,CATEGORY_TMS_HMS
130,ItemNameToxic,{TM}Toxic,4000,1500,CATEGORY_TMS_HMS
131,ItemNameHail,{ORB}Hail Orb,300,150,CATEGORY_ORBS
132,ItemNameBulkUp,{TM}Bulk Up,4000,2000,CATEGORY_TMS_HMS
133,ItemNameBulletSeed,{TM}Bullet Seed,4000,1500,CATEGORY_TMS_HMS
134,ItemNameHiddenPower,{TM}Hidden Power,1500,300,CATEGORY_TMS_HMS
135,ItemNameSunnyDay,{ORB}Sunny Orb,300,150,CATEGORY_ORBS
136,ItemNameTaunt,{TM}Taunt,1500,300,CATEGORY_TMS_HMS
137,ItemNameIceBeam,{TM}Ice Beam,4000,2000,CATEGORY_TMS_HMS
138,ItemNameBlizzard,{TM}Blizzard,4000,3000,CATEGORY_TMS_HMS
139,ItemNameHyperBeam,{TM}Hyper Beam,4000,3000,CATEGORY_TMS_HMS
140,ItemNameLightScreen,{TM}Light Screen,2500,300,CATEGORY_TMS_HMS
141,ItemNameProtect,{TM}Protect,4000,2000,CATEGORY_TMS_HMS
142,ItemNameRainDance,{ORB}Rainy Orb,300,150,CATEGORY_ORBS
143,ItemNameGigaDrain,{TM}Giga Drain,4000,2000,CATEGORY_TMS_HMS
144,ItemNameSafeguard,{TM}Safeguard,4000,1500,CATEGORY_TMS_HMS
145,ItemNameFrustration,{TM}Frustration,3000,1000,CATEGORY_TMS_HMS
146,ItemNameSolarBeam,{TM}Solarbeam,4000,2000,CATEGORY_TMS_HMS
147,ItemNameIronTail,{TM}Iron Tail,4000,2000,CATEGORY_TMS_HMS
148,ItemNameThunderbolt,{TM}Thunderbolt,4000,2000,CATEGORY_TMS_HMS
149,ItemNameThunder,{TM}Thunder,4000,3000,CATEGORY_TMS_HMS
150,ItemNameEarthquake,{TM}Earthquake,4000,1500,CATEGORY_TMS_HMS
151,ItemNameReturn,{TM}Return,3000,1000,CATEGORY_TMS_HMS
152,ItemNameDig,{TM}Dig,3000,1000,CATEGORY_TMS_HMS
153,ItemNamePsychic,{TM}Psychic,4000,1500,CATEGORY_TMS_HMS
154,ItemNameShadowBall,{TM}Shadow Ball,4000,1000,CATEGORY_TMS_HMS
155,ItemNameBrickBreak,{TM}Brick Break,2500,500,CATEGORY_TMS_HMS
156,ItemNameDoubleTeam,{ORB}Evasion Orb,300,150,CATEGORY_ORBS
157,ItemNameReflect,{TM}Reflect,2500,500,CATEGORY_TMS_HMS
158,ItemNameShockWave,{TM}Shock Wave,4000,2000,CATEGORY_TMS_HMS
159,ItemNameFlamethrower,{TM}Flamethrower,4000,2000,CATEGORY_TMS_HMS
160,ItemNameSludgeBomb,{TM}Sludge Bomb,4000,1500,CATEGORY_TMS_HMS
161,ItemNameSandstorm,{ORB}Sandy Orb,500,250,CATEGORY_ORBS
162,ItemNameFireBlast,{TM}Fire Blast,4000,3000,CATEGORY_TMS_HMS
163,ItemNameRockTomb,{ORB}Rocky Orb,500,250,CATEGORY_ORBS
164,ItemNameAerialAce,{TM}Aerial Ace,4000,2000,CATEGORY_TMS_HMS
165,ItemNameTorment,{TM}Torment,1500,300,CATEGORY_TMS_HMS
166,ItemNameFacade,{TM}Facade,1500,300,CATEGORY_TMS_HMS
167,ItemNameSecretPower,{TM}Secret Power,1500,300,CATEGORY_TMS_HMS
168,ItemNameRest,{TM}Rest,3000,500,CATEGORY_TMS_HMS
169,ItemNameAttract,{TM}Attract,1500,500,CATEGORY_TMS_HMS
170,ItemNameThief,{TM}Thief,1500,500,CATEGORY_TMS_HMS
171,ItemNameSteelWIng,{TM}Steel Wing,4000,2000,CATEGORY_TMS_HMS
172,ItemNameSkillSwap,{TM}Skill Swap,4000,2000,CATEGORY_TMS_HMS
173,ItemNameSnatch,{ORB}Snatch Orb,300,150,CATEGORY_ORBS
174,ItemNameOverheat,{TM}Overheat,4000,2000,CATEGORY_TMS_HMS
175,ItemNameWideSlash,{TM}Wide Slash,2500,300,CATEGORY_TMS_HMS
176,ItemNameExcavate,{TM}Excavate,2500,300,CATEGORY_TMS_HMS
177,ItemNameSpinSlash,{TM}Spin Slash,2500,300,CATEGORY_TMS_HMS
178,ItemNameSeeTrapOrb,{ORB}See-Trap Orb,300,150,CATEGORY_ORBS
179,ItemNameMugOrb,{ORB}Mug Orb,300,150,CATEGORY_ORBS
180,ItemNameReboundOrb,{ORB}Rebound Orb,300,150,CATEGORY_ORBS
181,ItemNameLobOrb,{ORB}Lob Orb,300,150,CATEGORY_ORBS
182,ItemNameSwitcherOrb,{ORB}Switcher Orb,300,150,CATEGORY_ORBS
183,ItemNameBlowbackOrb,{ORB}Blowback Orb,300,150,CATEGORY_ORBS
184,ItemNameWarpOrb,{ORB}Warp Orb,300,150,CATEGORY_ORBS
185,ItemNameTransferOrb,{ORB}Transfer Orb,300,150,CATEGORY_ORBS
186,ItemNameSlowOrb,{ORB}Slow Orb,300,150,CATEGORY_ORBS
187,ItemNameQuickOrb,{ORB}Quick Orb,300,150,CATEGORY_ORBS
188,ItemNameLuminousOrb,{ORB}Luminous Orb,300,150,CATEGORY_ORBS
189,ItemNamePetrifyOrb,{ORB}Petrify Orb,300,150,CATEGORY_ORBS
190,ItemNameStayawayOrb,{ORB}Stayaway Orb,300,150,CATEGORY_ORBS
191,ItemNamePounceOrb,{ORB}Pounce Orb,300,150,CATEGORY_ORBS
192,ItemNameTrawlOrb,{ORB}Trawl Orb,300,150,CATEGORY_ORBS
193,ItemNameCleanseOrb,{ORB}Cleanse Orb,300,150,CATEGORY_ORBS
194,ItemNameObserverOrb,{ORB}Observer Orb,300,150,CATEGORY_ORBS
195,ItemNameDecoyOrb,{ORB}Decoy Orb,300,150,CATEGORY_ORBS
196,ItemNameSlumberOrb,{ORB}Slumber Orb,300,150,CATEGORY_ORBS
197,ItemNameTotterOrb,{ORB}Totter Orb,300,150,CATEGORY_ORBS
198,ItemNameTwoEdgeOrb,{ORB}Two-Edge Orb,300,150,CATEGORY_ORBS
199,ItemNameSilenceOrb,{ORB}Silence Orb,300,150,CATEGORY_ORBS
200,ItemNameEscapeOrb,{ORB}Escape Orb,300,150,CATEGORY_ORBS
201,ItemNameScannerOrb,{ORB}Scanner Orb,300,150,CATEGORY_ORBS
202,ItemNameRadarOrb,{ORB}Radar Orb,300,150,CATEGORY_ORBS
203,ItemNameDroughtOrb,{ORB}Drought Orb,300,150,CATEGORY_ORBS
204,ItemNameTrapbustOrb,{ORB}Trapbust Orb,300,150,CATEGORY_ORBS
205,ItemNameRollcallOrb,{ORB}Rollcall Orb,300,150,CATEGORY_ORBS
206,ItemNameInvisifyOrb,{ORB}Invisify Orb,300,150,CATEGORY_ORBS
207,ItemNameOneShotOrb,{ORB}One-Shot Orb,300,150,CATEGORY_ORBS
208,ItemNameIdentifyOrb,{ORB}Identify Orb,300,150,CATEGORY_ORBS
209,ItemNameVacuumCut,{TM}Vacuum-Cut,2500,300,CATEGORY_TMS_HMS
210,ItemNameReviverOrb,{ORB}Reviver Orb,300,150,CATEGORY_ORBS
211,ItemNameShockerOrb,{ORB}Shocker Orb,300,150,CATEGORY_ORBS
212,ItemNameSizebustOrb,{ORB}Sizebust Orb,300,150,CATEGORY_ORBS
213,ItemNameOneRoomOrb,{ORB}One-Room Orb,300,150,CATEGORY_ORBS
214,ItemNameFillInOrb,{ORB}Fill-In Orb,300,150,CATEGORY_ORBS
215,ItemNameTrapperOrb,{ORB}Trapper Orb,300,150,CATEGORY_ORBS
216,ItemNamePossessOrb,{ORB}Possess Orb,300,150,CATEGORY_ORBS
217,ItemNameItemizerOrb,{ORB}Itemizer Orb,300,150,CATEGORY_ORBS
218,ItemNameHurlOrb,{ORB}Hurl Orb,300,150,CATEGORY_ORBS
219,ItemNameMobileOrb,{ORB}Mobile Orb,300,150,CATEGORY_ORBS
220,ItemNameTossOrb,{ORB}Toss Orb,300,150,CATEGORY_ORBS
221,ItemNameStairsOrb,{ORB}Stairs Orb,300,150,CATEGORY_ORBS
222,ItemNameLongtossOrb,{ORB}Longtoss Orb,300,150,CATEGORY_ORBS
223,ItemNamePierceOrb,{ORB}Pierce Orb,300,150,CATEGORY_ORBS
224,ItemNameCut,{TM}Cut,2,1,CATEGORY_TMS_HMS
225,ItemNameFly,{TM}Fly,2,1,CATEGORY_TMS_HMS
226,ItemNameSurf,{TM}Surf,2,1,CATEGORY_TMS_HMS
227,ItemNameStrength,{TM}Strength,2,1,CATEGORY_TMS_HMS
228,ItemNameFlash,{TM}Flash,2,1,CATEGORY_TMS_HMS
229,ItemNameRockSmash,{TM}Rock Smash,2,1,CATEGORY_TMS_HMS
230,ItemNameWaterfall,{TM}Waterfall,2,1,CATEGORY_TMS_HMS
231,ItemNameDive,{TM}Dive,2,1,CATEGORY_TMS_HMS
232,ItemNameLinkBox,Link Box,3000,500,CATEGORY_LINK_BOX
233,ItemNameSwitchBox,Switch Box,1500,500,CATEGORY_LINK_BOX
234,ItemNameWeavileFig,Weavile Fig,1,1,CATEGORY_LINK_BOX
235,ItemNameMimeJrFig,Mime Jr. Fig,1,1,CATEGORY_LINK_BOX
236,ItemNameBeatupOrb,{ORB}Beatup Orb,300,150,CATEGORY_ORBS
237,ItemNameGMachine6,G Machine 6,4000,500,CATEGORY_LINK_BOX
238,ItemNameGMachine7,G Machine 7,4000,500,CATEGORY_LINK_BOX
239,ItemNameGMachine8,G Machine 8,4000,500,CATEGORY_LINK_BOX
